BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SwansonSS,3,0,0,0,0,1,0,.292,.836
Gosselin2B,1,0,0,0,1,0,0,.200,.450
d'ArnaudC,4,0,0,0,0,1,1,.268,.807
StephensP,0,0,0,0,0,0,0,.000,.000
FordP,0,0,0,0,0,0,0,.167,.542
Olson1B,4,0,0,0,0,1,0,.253,.829
Riley3B,4,1,3,0,0,0,0,.257,.829
OzunaLF,4,0,2,0,0,1,1,.226,.688
"Contreras, WmDH-C",4,0,1,0,0,2,3,.264,.887
DuvallRF,4,2,2,1,0,2,5,.205,.645
Arcia2B-SS,4,0,0,1,0,1,3,.276,.754
"Harris II, MCF",4,1,1,2,0,0,2,.325,.873
,36,4,9,4,1,9,15,,
