BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SchwarberLF,4,1,2,1,0,1,0,.188,.723
Segura2B,4,0,0,0,0,1,1,.274,.733
HarperDH,4,0,0,0,0,2,0,.305,.940
"Castellanos, NRF",4,1,2,1,0,1,0,.263,.761
1-QuinnPR-CF,0,1,0,0,0,0,0,.167,.425
Hoskins1B,4,1,1,1,0,1,1,.215,.699
Bohm3B,3,0,0,1,0,1,0,.269,.679
MoniakCF-RF,4,0,0,0,0,3,0,.000,.000
StubbsC,3,0,0,0,0,1,0,.344,1.056
CamargoSS,3,0,0,0,0,1,0,.250,.680
,33,4,5,4,0,12,2,,
