Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Somerset Patriots,Double-A,No Outs,2,2,,2,0,0,0,0,0,0,,,0,1.000,1.000,1.000,2.000
Somerset Patriots,Double-A,One Out,4,4,,2,1,0,0,0,0,0,,,0,.500,.500,.750,1.250
Somerset Patriots,Double-A,Two Outs,3,2,,0,0,0,0,0,0,1,,,1,.000,.333,.000,.333
