BATTERS - DET,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
GrossmanRF,4,0,1,0,0,2,1,.200,.556
Schoop2B,4,0,1,0,0,1,2,.177,.516
"Cabrera, MDH",3,0,0,0,0,0,2,.294,.739
a-HaasePH-DH,1,0,0,0,0,0,1,.169,.516
"Báez, JSS",4,0,0,0,0,0,1,.199,.554
"Castro, H1B",4,1,3,0,0,0,0,.325,.857
Candelario3B,4,0,1,0,0,1,3,.188,.565
"Castro, WLF",3,0,2,1,0,0,0,.284,.684
CameronCF,3,0,1,0,1,1,0,.192,.468
BarnhartC,4,0,1,0,0,2,6,.242,.552
,34,1,10,1,1,7,16,,
