PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
"Anderson(W, 15-3)",7.0,5,0,0,2,2,0,2.62
"Phillips, E(H, 18)",1.0,0,0,0,0,1,0,1.33
Bickford,1.0,0,0,0,0,2,0,4.61
,9.0,5,0,0,2,5,0,
