BATTERS - SEA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Crawford, JSS",4,1,0,0,1,2,5,.267,.745
"Rodríguez, JCF",4,2,1,1,1,0,4,.270,.782
"Suárez, E3B",5,0,2,0,0,2,4,.235,.768
WinkerLF,4,0,2,1,1,1,1,.230,.696
Padlo1B,4,0,1,2,0,2,4,.222,.541
a-FrazierPH-2B,1,0,0,0,0,0,1,.219,.585
TorrensDH,4,0,0,0,1,2,4,.219,.516
UptonRF,3,0,1,0,1,1,5,.154,.482
1-TrammellPR-RF,1,1,0,0,0,0,0,.264,.871
RaleighC,4,0,3,0,1,0,0,.198,.751
"Moore, D2B-1B",3,1,1,1,0,0,2,.176,.669
,37,5,11,5,6,10,30,,
