BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
OrtegaDH,2,0,0,0,0,0,0,.111,.607
a-FrazierPH-DH,2,0,0,0,0,1,2,.200,.673
Schwindel1B,3,0,1,0,1,0,0,.235,.551
ContrerasC,4,2,2,1,0,1,4,.308,1.086
HappLF,3,0,0,0,1,3,1,.538,1.317
"Suzuki, SRF",3,0,1,1,1,0,0,.400,1.524
HeywardCF,4,0,0,0,0,1,3,.250,.607
Wisdom3B,4,0,0,0,0,2,3,.059,.164
Villar2B,4,0,1,0,0,1,1,.143,.393
HoernerSS,3,0,1,0,0,0,0,.235,.647
,32,2,6,2,3,9,14,,
