BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
FletcherSS,4,0,1,0,0,1,0,.178,.518
OhtaniDH,4,0,0,0,0,1,2,.251,.826
Rengifo2B,4,1,2,1,0,0,0,.276,.734
WardRF,4,0,0,0,0,2,3,.275,.832
AdellLF,3,0,1,0,1,1,1,.235,.644
Walsh1B,4,0,0,0,0,1,2,.238,.693
SuzukiC,4,0,0,0,0,0,3,.188,.542
Gosselin3B,3,0,0,0,0,2,1,.205,.489
MarshCF,1,1,0,0,1,0,0,.225,.636
a-StassiPH,1,0,0,0,0,0,0,.207,.644
SierraCF,0,0,0,0,0,0,0,.182,.432
,32,2,4,1,2,8,12,,
