PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Taillon(W, 13-4)",7.1,6,3,3,1,8,0,3.94
Trivino,0.2,1,0,0,0,1,0,4.70
Loáisiga,1.0,0,0,0,0,0,0,4.54
,9.0,7,3,3,1,9,0,
