BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,5,0,0,0,0,1,5,.250,.821
PeñaSS,3,1,3,0,0,0,0,.276,.853
DíazSS,2,0,0,0,0,1,0,.203,.584
Bregman3B,5,0,0,0,0,0,4,.245,.803
"Alvarez, YDH",5,2,3,3,0,0,3,.271,.992
TuckerRF,3,1,1,0,2,1,0,.255,.807
McCormickLF,4,0,1,1,0,1,3,.239,.670
Goodrum1B,3,0,0,0,1,2,4,.128,.350
CastroC,2,1,0,0,2,2,1,.065,.302
SiriCF,3,0,1,0,1,1,2,.207,.580
,35,5,9,4,6,9,22,,
