Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2016,,,,,,,,,50,,,,,,61,,
2017,45,89,52,31,42,28,19,89,96,88,97,4,81,29,48,28,
2018,15,62,19,10,17,8,5,60,58,43,97,3,89,14,64,67,
2019,39,83,33,19,52,24,14,53,74,43,97,19,94,17,68,89,
2020,39,68,44,29,34,27,13,60,42,36,97,12,95,15,61,91,
2021,47,76,26,13,71,18,10,61,60,56,98,63,97,59,51,31,4
2022,5,37,4,4,14,6,3,37,57,25,94,12,96,15,40,4,10
