,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2016,HOU,AL,36,137,130,13,34,7,0,3,15,5,12,1,1,1,.262,.292,.385,.677
,2017,HOU,AL,139,564,529,69,158,43,1,18,75,22,62,3,2,7,.299,.332,.486,.818
,2018,HOU,AL,136,573,537,70,156,33,1,13,85,23,63,5,1,6,.291,.323,.428,.751
,2019,HOU,AL,144,612,564,85,168,40,2,31,104,37,65,5,3,5,.298,.343,.541,.884
,2020,HOU,AL,57,230,211,27,49,12,1,6,22,12,27,0,1,2,.232,.274,.384,.658
,2021,HOU,AL,143,605,530,83,169,31,0,15,81,59,68,1,1,4,.319,.383,.462,.845
,2022,HOU,AL,146,584,545,53,132,40,0,8,53,30,73,8,0,6,.242,.288,.360,.648
,7 Seasons,HOU,AL,801,3305,3046,400,866,206,5,94,435,188,370,23,9,31,.284,.328,.448,.776
