BATTERS - SEA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Rodríguez, JCF",5,0,1,1,0,1,2,.265,.744
France1B,4,0,1,0,1,1,2,.319,.881
"Crawford, JSS",5,0,0,0,0,0,7,.284,.791
"Suárez, E3B",5,0,0,0,0,1,1,.232,.762
TorrensC,3,0,1,0,0,1,0,.224,.525
WinkerLF,2,0,1,0,0,1,1,.212,.631
UptonDH,3,0,0,0,0,1,1,.000,.167
b-FrazierPH-DH,1,0,1,0,0,0,0,.232,.612
"Moore, DLF-RF",3,2,1,1,0,1,3,.200,.749
Toro2B,3,0,2,0,1,0,2,.172,.544
TrammellRF,2,0,0,0,0,1,2,.250,.820
a-RaleighPH-C,2,0,0,0,0,2,2,.177,.673
,38,2,8,2,2,10,23,,
