BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ProfarLF,4,0,1,0,1,0,1,.244,.744
"Machado, M3B",5,0,1,0,0,2,3,.316,.915
Cronenworth2B,4,1,0,0,1,1,2,.240,.720
VoitDH,4,0,1,0,1,2,2,.229,.742
Hosmer1B,4,0,1,0,0,1,2,.272,.716
MazaraRF,4,1,3,0,0,0,2,.301,.790
"Nola, AuC",3,0,0,0,0,0,4,.233,.603
a-AlfaroPH-C,1,0,0,0,0,1,1,.272,.764
GrishamCF,3,0,0,0,1,1,4,.186,.616
AbramsSS,3,0,1,1,0,0,4,.210,.544
,35,2,8,1,4,8,25,,
