PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
Kershaw,4.0,3,2,1,1,4,1,2.64
Bickford,1.0,1,0,0,1,0,0,4.91
"Martin(W, 2-0)",1.0,0,0,0,0,1,0,4.19
"Ferguson(H, 6)",1.0,0,0,0,0,0,0,0.00
"Vesia(H, 12)",1.0,0,0,0,0,2,0,3.15
"Kimbrel(S, 20)",1.0,1,1,1,0,1,0,4.26
,9.0,5,3,2,2,8,1,
