Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2019,79,93,67,43,84,43,37,57,84,65,42,46,37,52,75,77,
2020,33,23,41,50,30,66,66,28,77,44,23,63,41,48,83,69,89
2021,91,94,88,80,95,81,68,51,86,48,70,83,56,68,88,98,77
2022,66,53,63,63,71,63,50,73,91,66,40,61,29,33,75,6,80
