Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Boston Red Sox,MLB,vs Left,,,,33,,,68.1,308,67,,,12,38,66,1.54
Boston Red Sox,MLB,vs Right,,,,33,,,110.1,465,108,,,15,35,109,1.30
