Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2017,PHI,NL,P,26,26,133.0,12,3,8,1,0,,.917
2018,PHI,NL,P,33,32,164.0,30,9,18,3,0,,.900
2019,PHI,NL,P,30,13,93.2,16,9,7,0,0,,1.000
2020,PHI,NL,P,3,0,5.2,0,0,0,0,0,,.000
2020,BOS,AL,P,2,2,10.0,1,0,1,0,0,,1.000
2020,2 Teams,,P,5,2,15.2,1,0,1,0,0,,1.000
2021,BOS,AL,P,31,30,155.0,18,7,8,3,0,,.833
2022,BOS,AL,P,33,33,179.2,19,11,8,0,1,,1.000
6 Seasons,2 Teams,,P,158,136,741.0,96,39,50,7,1,,.927
