Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2013,2 Teams,,Minors,P,9,8,34.0,6,4,2,0,0,,1.000
2013,GCL Nationals,GCL,ROK,P,4,3,12.2,2,2,0,0,0,,1.000
2013,Auburn Doubledays,NYP,A(Short),P,5,5,21.1,4,2,2,0,0,,1.000
2014,Hagerstown Suns,SAL,A(Full),P,26,25,132.1,19,7,12,0,0,,1.000
2015,3 Teams,,Minors,P,25,24,129.2,13,5,8,0,0,,1.000
2015,Potomac Nationals,CAR,A(Adv),P,15,14,86.1,10,4,6,0,0,,1.000
2015,Harrisburg Senators,EAS,AA,P,3,3,15.0,1,0,1,0,0,,1.000
2015,Reading Fightin Phils,EAS,AA,P,7,7,28.1,2,1,1,0,0,,1.000
2015,2 Teams,,AA,P,10,10,43.1,3,1,2,0,0,,1.000
2016,2 Teams,,Minors,P,27,27,148.2,27,9,14,4,1,,.852
2016,Reading Fightin Phils,EAS,AA,P,22,22,124.0,25,9,13,3,1,,.880
2016,Lehigh Valley IronPigs,INT,AAA,P,5,5,24.2,2,0,1,1,0,,.500
2017,Lehigh Valley IronPigs,INT,AAA,P,5,5,32.0,2,0,2,0,0,,1.000
2019,Lehigh Valley IronPigs,INT,AAA,P,9,6,41.0,5,3,2,0,0,,1.000
,FCL Nationals,GCL,ROK,P,4,3,12.2,2,2,0,0,0,,1.000
,Lehigh Valley IronPigs,INT,AAA,P,19,16,97.2,9,3,5,1,0,,.889
,2 Teams,,AA,P,32,32,167.1,28,10,15,3,1,,.893
,Fredericksburg Nationals,CAR,A+,P,15,14,86.1,10,4,6,0,0,,1.000
,Hagerstown Suns,SAL,A,P,26,25,132.1,19,7,12,0,0,,1.000
,Auburn Doubledays,NYP,A(Short),P,5,5,21.1,4,2,2,0,0,,1.000
Career Minors,7 Teams,,,P,101,95,517.2,72,28,40,4,1,,.944
