PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Montgomery(L, 3-3)",2.1,5,5,4,1,3,2,3.50
Marinaccio,1.2,0,0,0,1,2,0,2.14
Loáisiga,1.0,1,0,0,0,1,0,7.17
Chapman,1.0,0,0,0,0,1,0,5.48
"Peralta, Wa",1.0,1,0,0,0,0,0,2.21
"Abreu, A",1.0,3,1,1,0,2,0,2.30
,8.0,10,6,5,2,9,2,
