Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2018,27,28.1,,,7,19,157,76.7
2019,28,27.2,4.54,1,10,34,289,57.8
2020,29,26.9,4.5,,10,18,244,51.4
2021,30,27.4,4.54,,10,17,281,58.5
2022,31,26.6,4.64,,19,28,425,31.9
