Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2014,BAL,AL,19,7,7,0,0,.250,2,0,2,85,4.474,.474,.053,.111,.222,0,0
2015,BAL,AL,12,1,4,0,0,.200,0,0,0,48,4.000,.333,.000,.750,.000,0,0
2017,AZ,NL,15,10,5,0,0,.200,3,0,0,66,4.400,.333,.133,.200,.583,0,0
2018,AZ,NL,53,19,29,0,0,.208,5,1,4,224,4.226,.415,.057,.136,.224,0,0
2019,AZ,NL,603,252,241,0,1,.312,56,11,62,2413,4.002,.257,.048,.432,.217,2,0
2020,AZ,NL,243,100,95,0,3,.317,26,6,41,962,3.959,.206,.029,.380,.188,2,0
2021,AZ,NL,445,153,174,0,2,.307,34,8,54,1774,3.987,.238,.022,.358,.137,1,0
2022,AZ,NL,667,278,259,0,7,.248,63,15,87,2543,3.813,.196,.054,.527,.235,5,1
8 Seasons,2 Teams,,2057,820,814,0,13,.287,189,41,250,8115,3.945,.234,.043,.417,.203,10,1
