Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Walker, Christian - RHB",2019,0.00,0.55,0.85,1.12,1.37,1.61,1.82,2.03,2.23,2.43,2.62,2.81,2.99,3.17,3.35,3.53,3.71,3.89,4.08
"Walker, Christian - RHB",2020,0.00,0.55,0.88,1.16,1.40,1.63,1.85,2.06,2.26,2.45,2.64,2.83,3.01,3.19,3.37,3.55,3.73,3.91,4.09
"Walker, Christian - RHB",2021,0.00,0.56,0.89,1.16,1.40,1.63,1.85,2.06,2.26,2.45,2.64,2.82,3.00,3.18,3.36,3.54,3.71,3.89,4.08
"Walker, Christian - RHB",2022,0.00,0.56,0.90,1.17,1.42,1.66,1.87,2.09,2.29,2.49,2.68,2.87,3.05,3.24,3.42,3.60,3.78,3.97,4.16

