BATTERS - SF,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
YastrzemskiRF,3,1,1,0,0,0,1,.185,.512
a-SlaterPH-RF,2,0,0,0,0,1,1,.105,.385
Belt1B,4,1,0,0,1,1,1,.303,1.016
FloresDH,4,0,0,0,1,0,3,.212,.664
PedersonLF,3,1,1,1,0,0,3,.360,1.127
b-RufPH-LF,1,0,0,0,1,0,0,.171,.555
"Crawford, BraSS",5,0,2,2,0,0,4,.242,.670
Estrada2B,5,1,2,0,0,1,5,.263,.756
DuggarCF,4,0,1,0,0,1,2,.214,.579
Vosler3B,4,0,2,1,0,1,2,.500,1.250
BartC,3,0,0,0,1,2,3,.240,.887
,38,4,9,4,4,7,25,,
