Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2010,Burlington Bees,MID,A(Full),LF,1,1,7.0,0,0,0,0,0,,.000
2010,Burlington Bees,MID,A(Full),CF,32,28,246.2,86,81,5,0,0,,1.000
2010,Burlington Bees,MID,A(Full),RF,18,18,143.0,30,25,4,1,1,,.967
2011,Wilmington Blue Rocks,CAR,A(Adv),2B,40,40,338.0,181,74,104,3,28,,.983
2011,Wilmington Blue Rocks,CAR,A(Adv),LF,55,54,465.2,89,83,3,3,0,,.966
2011,Wilmington Blue Rocks,CAR,A(Adv),CF,30,30,257.1,85,79,6,0,2,,1.000
2011,Wilmington Blue Rocks,CAR,A(Adv),DH,1,1,0.0,0,0,0,0,0,,.000
2012,2 Teams,,Minors,2B,75,74,612.1,309,122,180,7,39,,.977
2012,2 Teams,,Minors,2B,75,74,612.1,309,122,180,7,39,,.977
2012,2 Teams,,Minors,2B,75,74,612.1,309,122,180,7,39,,.977
2012,Wilmington Blue Rocks,CAR,A(Adv),2B,51,50,409.0,208,85,118,5,23,,.976
2012,Wilmington Blue Rocks,CAR,A(Adv),LF,28,27,230.0,53,49,3,1,0,,.981
2012,Wilmington Blue Rocks,CAR,A(Adv),CF,17,14,132.1,38,36,1,1,0,,.974
2012,Wilmington Blue Rocks,CAR,A(Adv),DH,9,8,0.0,0,0,0,0,0,,.000
2012,Northwest Arkansas Naturals,TEX,AA,2B,24,24,203.1,101,37,62,2,16,,.980
2013,Northwest Arkansas Naturals,TEX,AA,P,1,0,1.0,0,0,0,0,0,,.000
2013,Northwest Arkansas Naturals,TEX,AA,1B,4,4,31.0,26,24,0,2,3,,.923
2013,Northwest Arkansas Naturals,TEX,AA,2B,32,29,275.2,159,63,92,4,20,,.975
2013,Northwest Arkansas Naturals,TEX,AA,3B,1,1,8.0,2,1,1,0,0,,1.000
2013,Northwest Arkansas Naturals,TEX,AA,LF,39,36,307.2,88,83,4,1,1,,.989
