Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Houston Astros,MLB,April,1,1,3.15,4,4,0,20.0,87,16,8,7,0,12,17,1.40
Houston Astros,MLB,May,4,1,2.30,6,6,0,43.0,169,33,11,11,2,10,33,1.00
Houston Astros,MLB,June,3,1,2.81,5,5,0,32.0,129,24,12,10,3,11,30,1.09
Houston Astros,MLB,July,1,1,3.21,5,5,0,33.2,140,27,13,12,1,12,37,1.16
Houston Astros,MLB,August,5,0,2.04,5,5,0,35.1,140,27,8,8,3,11,33,1.08
Houston Astros,MLB,September,2,2,4.18,5,5,0,32.1,144,37,19,15,2,10,34,1.45
Houston Astros,MLB,October,1,0,0.00,1,1,0,5.0,18,2,0,0,0,1,10,0.60
Houston Astros,MLB,Pre All-Star,8,4,2.66,18,18,0,115.0,470,87,38,34,6,43,102,1.13
Houston Astros,MLB,Post All-Star,9,2,3.02,13,13,0,86.1,357,79,33,29,5,24,92,1.19
