,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2015,CLE,AL,99,438,390,50,122,22,4,12,51,27,69,12,2,1,.313,.353,.482,.835
*,2016,CLE,AL,158,684,604,99,182,30,3,15,78,57,88,19,5,5,.301,.358,.435,.793
*,2017,CLE,AL,159,723,651,99,178,44,4,33,89,60,93,15,3,4,.273,.337,.505,.842
*,2018,CLE,AL,158,745,661,129,183,42,2,38,92,70,107,25,10,8,.277,.352,.519,.871
*,2019,CLE,AL,143,654,598,101,170,40,2,32,74,46,98,22,5,3,.284,.335,.518,.853
,2020,CLE,AL,60,266,236,30,61,13,0,8,27,24,41,6,2,4,.258,.335,.415,.750
,2021,NYM,NL,125,524,452,73,104,16,3,20,63,58,96,10,4,5,.230,.322,.412,.734
,2022,NYM,NL,161,706,630,98,170,25,5,26,107,59,133,16,6,10,.270,.339,.449,.788
,8 Seasons,2 Teams,,1063,4740,4222,679,1170,232,23,184,581,401,725,125,37,40,.277,.342,.474,.816
