Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Memphis Redbirds,Triple-A,May,1,1,3.65,3,3,0,12.1,48,14,5,5,2,2,11,1.30
Memphis Redbirds,Triple-A,July,0,0,0.00,2,2,0,7.0,25,3,0,0,0,1,2,0.57
Springfield Cardinals,Double-A,August,1,0,6.97,2,2,0,10.1,43,15,8,8,3,3,7,1.74
Peoria Chiefs,High-A,August,1,0,3.86,1,1,0,7.0,26,6,3,3,0,0,8,0.86
