Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,-0.2,-2,790,33.6,160,.227,.430,.365,18.4,16.9,12.6,.206,.421,.351,40.4
2022,Slider,,-0.9,-3,403,17.2,108,.162,.313,.235,31.1,39.8,29.7,.163,.302,.234,43.9
2022,Sinker,,-0.4,-1,356,15.2,92,.241,.430,.336,17.4,19.6,20.9,.252,.467,.355,41.9
2022,Curveball,,-0.2,0,283,12.0,69,.197,.311,.254,21.8,33.3,21.1,.227,.344,.287,52.5
2022,Changeup,,1.1,3,261,11.1,78,.225,.394,.314,29.5,23.1,22.0,.240,.379,.305,41.5
2022,Cutter,,1.3,3,214,9.1,41,.297,.595,.406,19.6,22.0,16.1,.311,.511,.389,42.9
2022,Splitter,,1.9,1,35,1.5,7,.143,.143,.129,43.8,42.9,25.0,.142,.162,.136,0.0
2022,N/A,,-7.7,0,4,0.2,1,.000,.000,.000,0.0,0.0,--,.120,.431,.220,100.0
2021,4-Seamer,,1.2,9,725,34.5,184,.259,.617,.406,25.4,27.2,21.0,.239,.535,.367,50.9
2021,Slider,,-2.1,-8,356,16.9,84,.108,.270,.223,34.6,35.7,25.0,.139,.252,.230,25.0
2021,Curveball,,-1.5,-5,305,14.5,75,.179,.313,.236,20.6,26.7,20.8,.196,.357,.258,34.0
2021,Sinker,,1.9,5,273,13.0,73,.297,.516,.414,15.1,11.0,13.6,.261,.447,.350,41.1
2021,Changeup,,1.2,3,241,11.5,68,.266,.391,.308,19.3,16.2,15.9,.277,.464,.337,34.0
2021,Cutter,,-1.1,-2,169,8.0,36,.233,.500,.353,21.1,19.4,20.6,.229,.460,.344,33.3
2021,Splitter,,-2.3,-1,34,1.6,8,.000,.000,.088,46.7,62.5,25.0,.031,.035,.112,0.0
2020,4-Seamer,,1.7,7,401,42.7,86,.269,.582,.452,23.6,19.8,16.0,.212,.461,.373,46.0
2020,Slider,,1.2,2,142,15.1,30,.192,.423,.315,31.4,46.7,23.3,.132,.266,.235,33.3
2020,Sinker,,0.0,0,122,13.0,34,.241,.345,.347,20.0,14.7,17.9,.330,.526,.415,41.7
2020,Changeup,,9.1,10,111,11.8,32,.500,.900,.600,20.0,12.5,13.8,.389,.852,.525,46.2
2020,Curveball,,1.8,2,100,10.6,25,.292,.375,.308,27.5,32.0,19.5,.253,.402,.298,37.5
2020,Cutter,,6.0,4,58,6.2,15,.333,.867,.493,25.9,40.0,31.6,.213,.364,.245,33.3
2020,Splitter,,2.8,0,6,0.6,1,.000,.000,.000,100.0,100.0,50.0,--,--,.000,--
2019,4-Seamer,,0.0,0,650,39.8,159,.206,.496,.348,31.5,32.1,26.2,.196,.502,.326,45.1
2019,Sinker,,0.4,1,287,17.6,87,.337,.566,.405,15.2,13.8,17.9,.315,.587,.390,45.1
2019,Slider,,0.3,1,214,13.1,52,.256,.465,.378,31.6,34.6,24.7,.239,.459,.345,38.5
2019,Curveball,,0.1,0,180,11.0,40,.300,.525,.336,30.0,37.5,28.8,.238,.386,.264,36.0
2019,Changeup,,2.4,4,166,10.2,43,.341,.634,.427,22.0,16.3,13.7,.281,.501,.343,35.3
2019,Cutter,,1.4,1,96,5.9,20,.357,.357,.365,34.2,15.0,10.7,.380,.487,.405,61.5
2019,Splitter,,-1.4,-1,38,2.3,9,.222,.333,.239,26.1,11.1,7.1,.304,.527,.348,37.5
