,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2019,SF,NL,107,411,371,64,101,22,3,21,55,32,107,2,4,4,.272,.334,.518,.852
,2020,SF,NL,54,225,192,39,57,14,4,10,35,30,55,2,1,3,.297,.400,.568,.968
,2021,SF,NL,139,532,468,75,105,28,3,25,71,51,131,4,0,9,.224,.311,.457,.768
,2022,SF,NL,148,558,485,73,104,31,2,17,57,61,141,5,1,5,.214,.305,.392,.697
,4 Seasons,SF,NL,448,1726,1516,251,367,95,12,73,218,174,434,13,6,21,.242,.326,.465,.791
