Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2013,Aberdeen IronBirds,NYP,A(Short),LF,11,9,91.1,22,21,1,0,0,,1.000
2013,Aberdeen IronBirds,NYP,A(Short),CF,34,30,273.0,79,74,5,0,2,,1.000
2013,Aberdeen IronBirds,NYP,A(Short),RF,14,13,104.2,21,20,1,0,0,,1.000
2013,Aberdeen IronBirds,NYP,A(Short),DH,1,1,0.0,0,0,0,0,0,,.000
2014,2 Teams,,Minors,DH,4,4,0.0,0,0,0,0,0,,.000
2014,2 Teams,,Minors,RF,63,61,517.1,116,103,10,3,1,,.974
2014,3 Teams,,Minors,LF,19,17,148.2,27,26,1,0,0,,1.000
2014,3 Teams,,Minors,CF,47,47,417.0,136,129,4,3,2,,.978
2014,Delmarva Shorebirds,SAL,A(Full),LF,1,0,6.1,0,0,0,0,0,,.000
2014,Delmarva Shorebirds,SAL,A(Full),CF,6,6,52.0,18,15,3,0,1,,1.000
2014,Delmarva Shorebirds,SAL,A(Full),RF,54,54,447.0,102,89,10,3,1,,.971
2014,Delmarva Shorebirds,SAL,A(Full),DH,3,3,0.0,0,0,0,0,0,,.000
2014,Frederick Keys,CAR,A(Adv),LF,14,13,109.0,20,19,1,0,0,,1.000
2014,Frederick Keys,CAR,A(Adv),CF,3,3,26.0,8,8,0,0,0,,1.000
2014,Frederick Keys,CAR,A(Adv),RF,9,7,70.1,14,14,0,0,0,,1.000
2014,Bowie Baysox,EAS,AA,LF,4,4,33.1,7,7,0,0,0,,1.000
2014,Bowie Baysox,EAS,AA,CF,38,38,339.0,110,106,1,3,1,,.973
2014,Bowie Baysox,EAS,AA,DH,1,1,0.0,0,0,0,0,0,,.000
2015,Bowie Baysox,EAS,AA,LF,53,52,453.0,86,72,9,5,1,,.942
2015,Bowie Baysox,EAS,AA,CF,34,33,303.2,82,79,1,2,0,,.976
2015,Bowie Baysox,EAS,AA,RF,40,36,322.0,77,72,2,3,0,,.961
2015,Bowie Baysox,EAS,AA,DH,2,2,0.0,0,0,0,0,0,,.000
2016,2 Teams,,Minors,LF,30,30,268.0,57,50,4,3,0,,.947
2016,2 Teams,,Minors,RF,46,45,396.0,104,96,5,3,0,,.971
2016,2 Teams,,Minors,DH,6,6,0.0,0,0,0,0,0,,.000
2016,Bowie Baysox,EAS,AA,LF,3,3,22.0,3,2,0,1,0,,.667
2016,Bowie Baysox,EAS,AA,RF,29,29,252.2,65,61,3,1,0,,.985
2016,Bowie Baysox,EAS,AA,DH,1,1,0.0,0,0,0,0,0,,.000
2016,Norfolk Tides,INT,AAA,LF,27,27,246.0,54,48,4,2,0,,.963
2016,Norfolk Tides,INT,AAA,CF,42,41,362.2,100,93,5,2,0,,.980
2016,Norfolk Tides,INT,AAA,RF,17,16,143.1,39,35,2,2,0,,.949
2016,Norfolk Tides,INT,AAA,DH,5,5,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,RF,42,38,345.2,91,86,4,1,0,,.989
2017,2 Teams,,Minors,DH,7,5,0.0,0,0,0,0,0,,.000
