BATTERS - SEA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Rodríguez, JCF",4,1,1,1,0,0,0,.269,.805
WinkerLF,3,0,0,0,0,1,0,.228,.708
"Moore, DLF",1,0,0,0,0,0,0,.204,.723
HanigerRF,4,0,0,0,0,0,0,.270,.805
"Suárez, E3B",3,1,1,1,0,1,0,.228,.781
France1B,2,0,0,0,0,1,0,.275,.765
Lamb1B,1,1,1,1,0,0,0,.233,.757
SantanaDH,3,0,0,0,0,2,0,.201,.673
Frazier2B,3,0,0,0,0,0,0,.243,.620
"Crawford, JSS",3,0,0,0,0,1,0,.256,.686
CasaliC,2,0,0,0,0,0,0,.218,.657
a-RaleighPH-C,1,0,0,0,0,1,0,.203,.729
,30,3,3,3,0,7,0,,
