BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Rosario, ERF",4,0,1,0,0,0,1,.100,.350
Olson1B,3,1,2,0,1,0,1,.500,1.315
Riley3B,2,1,1,0,1,0,1,.444,1.393
OzunaLF,4,0,3,1,0,0,2,.364,.962
HerediaLF,0,0,0,0,0,0,0,.000,.000
Albies2B,2,0,0,1,0,0,3,.100,.331
DuvallCF,4,0,0,0,0,1,2,.100,.450
"Dickerson, ADH",3,0,0,0,1,2,1,.000,.167
SwansonSS,3,0,1,0,1,1,1,.111,.555
"Contreras, WmC",4,0,0,0,0,3,4,.000,.000
,29,2,8,2,4,7,16,,
