Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Houston Astros,MLB,No Outs,225,206,,48,17,0,3,15,15,28,,,3,.233,.293,.359,.652
Houston Astros,MLB,One Out,178,163,,36,10,0,1,14,10,26,,,3,.221,.275,.301,.576
Houston Astros,MLB,Two Outs,181,176,,48,13,0,4,24,5,19,,,0,.273,.293,.415,.708
