Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2016,HOU,AL,1B,5,4,36.0,39,35,4,0,9,,1.000
2016,HOU,AL,3B,21,20,176.0,44,13,30,1,1,,.977
2016,HOU,AL,LF,1,1,8.0,0,0,0,0,0,,.000
2016,HOU,AL,DH,7,7,0.0,0,0,0,0,0,,.000
2017,HOU,AL,1B,131,130,1109.1,1089,991,90,8,116,,.993
2017,HOU,AL,2B,1,0,7.0,3,1,2,0,1,,1.000
2017,HOU,AL,3B,7,4,49.0,17,6,10,1,1,,.941
2017,HOU,AL,DH,3,3,0.0,0,0,0,0,0,,.000
2018,HOU,AL,1B,109,99,873.0,822,770,48,4,61,,.995
2018,HOU,AL,2B,15,11,101.0,32,11,20,1,6,,.969
2018,HOU,AL,3B,21,13,130.1,37,8,29,0,5,,1.000
2018,HOU,AL,SS,2,1,9.0,4,1,3,0,1,,1.000
2018,HOU,AL,DH,8,8,0.0,0,0,0,0,0,,.000
2019,HOU,AL,1B,110,104,894.2,804,728,73,3,58,,.996
2019,HOU,AL,2B,4,2,25.0,8,1,6,1,0,,.875
2019,HOU,AL,3B,42,36,328.1,92,25,64,3,7,,.967
2019,HOU,AL,DH,1,1,0.0,0,0,0,0,0,,.000
2020,HOU,AL,1B,55,54,472.0,463,412,50,1,40,,.998
2020,HOU,AL,DH,2,2,0.0,0,0,0,0,0,,.000
2021,HOU,AL,1B,142,139,1222.0,1149,1057,86,6,95,,.995
2021,HOU,AL,3B,1,0,2.0,0,0,0,0,0,,.000
2021,HOU,AL,DH,1,1,0.0,0,0,0,0,0,,.000
2022,HOU,AL,1B,142,138,1226.1,1106,1057,45,4,106,,.996
2022,HOU,AL,DH,3,3,0.0,0,0,0,0,0,,.000
7 Seasons,HOU,AL,1B,694,668,5833.1,5472,5050,396,26,485,,.995
,HOU,AL,2B,20,13,133.0,43,13,28,2,7,,.953
,HOU,AL,3B,92,73,685.2,190,52,133,5,14,,.974
,HOU,AL,SS,2,1,9.0,4,1,3,0,1,,1.000
,HOU,AL,LF,1,1,8.0,0,0,0,0,0,,.000
,HOU,AL,DH,25,25,0.0,0,0,0,0,0,,.000
