 , ,Bases Empty, , , ,Runners On Base
Season,Team,Pitches,Tempo,Fast %,Slow %,Pitches,Tempo,Fast %,Slow %
2016,,105,15.8,46.7%,1.9%,67,21.6,6.0%,19.4%
2017,,513,16.4,37.8%,1.2%,376,21.5,2.4%,8.0%
2018,,486,16.3,37.4%,1.4%,354,23.2,0.0%,12.1%
2019,,508,16.6,35.6%,1.4%,431,22.7,0.9%,12.8%
2020,,172,16.7,25.6%,1.7%,177,23.7,0.0%,14.7%
2021,,672,17.1,26.0%,3.7%,497,22.3,0.6%,13.5%
2022,,601,17.0,26.3%,3.3%,390,21.8,1.0%,9.7%
