PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Taillon(W, 10-2)",6.0,2,1,1,0,5,1,3.86
"Weber(S, 1)",3.0,1,0,0,1,1,0,1.17
,9.0,3,1,1,1,6,1,
