PITCHERS - PHI,IP,H,R,ER,BB,SO,HR,ERA
Wheeler,6.0,3,2,2,0,8,1,1.78
"Domínguez(BS, 1)",1.0,1,1,1,0,2,0,1.17
"Alvarado(W, 1-0)",1.0,1,0,0,1,1,0,3.38
"Robertson(H, 2)",0.1,0,0,0,2,1,0,2.45
"Suárez, R(S, 1)",0.2,0,0,0,0,0,0,2.00
,9.0,5,3,3,3,12,1,
