BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Acuña Jr.RF,3,1,1,1,1,0,0,.287,.839
SwansonSS,4,2,2,3,0,0,1,.304,.868
Olson1B,3,0,2,2,1,1,0,.252,.816
Riley3B,4,0,0,0,0,1,3,.263,.855
d'ArnaudC,3,0,1,0,1,2,0,.264,.790
OzunaDH,4,1,1,0,0,1,1,.227,.698
"Rosario, ELF",4,0,1,0,0,1,2,.083,.274
HerediaLF,0,0,0,0,0,0,0,.121,.548
Gosselin2B,3,1,2,0,0,0,2,.278,.594
"Harris II, MCF",2,1,0,0,0,0,3,.302,.846
,30,6,10,6,3,6,12,,
