BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NootbaarRF,4,0,2,0,0,1,0,.246,.817
a-EdmanPH,1,0,0,0,0,1,0,.251,.676
DonovanLF,3,0,1,0,1,0,1,.298,.799
b-O'NeillPH,1,0,0,0,0,0,0,.226,.640
Goldschmidt1B,3,0,1,0,1,1,3,.337,1.047
Arenado3B,3,0,0,0,1,0,5,.297,.913
Gorman2B,4,0,0,0,0,0,5,.241,.768
PujolsDH,4,0,1,0,0,1,0,.277,.878
DeJongSS,2,0,0,0,1,1,1,.173,.610
MolinaC,4,0,0,0,0,0,3,.214,.507
CarlsonCF,4,0,0,0,0,0,1,.242,.704
,33,0,5,0,4,5,19,,
