PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Cortes(L, 9-4)",7.0,4,3,3,0,3,1,2.74
"Abreu, A",2.0,0,0,0,0,1,0,2.75
,9.0,4,3,3,0,4,1,
