BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu1B,5,2,2,0,1,1,3,.265,.768
JudgeDH,5,0,0,0,1,3,3,.282,.980
CarpenterLF,4,2,3,2,0,1,0,.305,1.220
1-Kiner-FalefaPR-SS,0,1,0,1,1,0,0,.272,.642
Torres2B,6,1,3,2,0,1,3,.269,.814
Donaldson3B,4,2,1,3,1,0,3,.231,.730
"Hicks, ACF",3,2,2,0,2,0,1,.240,.707
TrevinoC,5,2,2,0,0,1,3,.255,.741
GonzalezSS-LF,3,0,0,1,1,1,4,.250,.711
GalloRF,5,0,1,2,0,0,3,.166,.626
,40,12,14,11,7,8,23,,
