PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Cortes,3.2,8,4,4,2,4,2,2.74
"Castro(W, 5-0)",1.1,1,0,0,0,3,0,3.33
"Abreu, A",0.2,3,1,1,0,1,0,2.79
"Luetge(S, 1)",3.1,1,0,0,1,6,0,2.70
,9.0,13,5,5,3,14,2,
