BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SpringerDH,4,1,1,0,1,2,3,.258,.831
BichetteSS,4,0,1,0,1,0,5,.257,.722
Guerrero1B,5,0,3,2,0,1,4,.267,.850
"Hernández, TRF",3,0,0,0,2,2,2,.258,.756
Gurriel Jr.LF,5,1,2,0,0,1,6,.295,.784
"Tapia, RCF",4,0,1,0,0,0,3,.257,.647
a-KirkPH,1,0,0,0,0,1,3,.317,.917
"Chapman, M3B",3,0,0,1,0,2,1,.215,.685
MorenoC,4,0,1,0,0,1,1,.298,.646
Biggio2B,4,1,2,0,0,1,1,.241,.795
,37,3,11,3,4,11,29,,
