BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
PhamLF,4,0,0,0,1,1,3,.248,.713
VerdugoRF,4,1,0,0,1,3,1,.281,.731
BogaertsSS,4,2,2,0,0,0,2,.313,.846
Devers3B,4,1,2,2,0,1,2,.293,.889
MartinezDH,4,0,1,0,0,1,3,.273,.770
Story2B,4,0,2,1,0,1,1,.236,.732
Arroyo1B,3,0,0,0,0,1,3,.284,.746
McGuireC,3,0,0,0,1,2,4,.260,.620
"Hernández, KCF",2,1,0,0,2,1,1,.222,.646
,32,5,7,3,5,11,20,,
