BATTERS - CWS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
PollockLF,5,2,2,0,0,0,1,.256,.665
VaughnDH,4,1,4,1,1,0,0,.308,.843
Robert Jr.CF,4,1,2,2,0,0,3,.284,.724
"Abreu, J1B",4,0,1,0,1,1,6,.260,.799
Moncada3B,4,0,1,1,1,1,1,.141,.420
"Garcia, Le2B",4,0,0,1,0,1,4,.201,.486
EngelRF,4,0,0,0,0,1,1,.228,.616
McGuireC,4,0,1,0,0,0,0,.236,.570
MendickSS,4,1,1,0,0,0,1,.286,.763
,37,5,12,5,3,4,17,,
