PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Germán,6.0,5,1,1,2,4,0,4.18
"Effross(H, 15)",1.0,0,0,0,0,1,0,2.94
"Chapman(H, 1)",1.0,0,0,0,0,2,0,4.13
"Holmes(BS, 5)",0.1,1,1,1,2,0,0,2.39
"Peralta, Wa",0.2,0,0,0,0,1,0,2.20
"Trivino(L, 1-7)",0.1,2,1,0,0,0,0,5.70
,9.1,8,3,2,4,8,0,
