BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ContrerasC,3,0,0,0,0,1,0,.227,.720
"Suzuki, SRF",3,0,1,0,1,1,1,.253,.840
GomesDH,3,0,1,0,0,0,2,.216,.607
b-RivasPH,0,0,0,0,1,0,0,.333,.936
WisdomLF,4,0,0,0,0,0,3,.235,.798
Schwindel1B,4,0,1,0,0,0,2,.207,.560
HoernerSS,3,0,2,0,0,0,2,.291,.747
Villar3B,3,0,0,0,0,2,1,.268,.610
HermosilloCF,2,0,0,0,0,0,0,.077,.388
a-OrtegaPH-CF,1,0,0,0,0,1,0,.200,.578
Madrigal2B,3,0,0,0,0,0,0,.225,.544
,29,0,5,0,2,5,11,,
