PITCHERS - HOU,IP,H,R,ER,BB,SO,HR,ERA
"Verlander(W, 1-0)",6.0,3,1,1,1,11,1,6.30
"Neris(H, 1)",1.0,0,0,0,0,1,0,0.00
"Montero(H, 2)",0.2,2,1,1,1,2,1,2.25
"Pressly(S, 2)",1.1,0,0,0,0,3,0,0.00
,9.0,5,2,2,2,17,2,
