BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Davis, JaRF",4,0,1,1,1,2,4,.375,.882
BogaertsSS,5,1,2,2,0,2,3,.316,.851
MartinezDH,4,1,2,1,0,0,3,.288,.816
VázquezC,4,1,1,1,0,0,3,.282,.759
VerdugoLF,4,0,1,1,0,2,1,.269,.684
Dalbec1B,4,0,0,0,0,1,2,.202,.633
Arroyo3B,2,1,2,0,2,0,0,.254,.723
"Sánchez, Y2B",4,1,0,0,0,1,4,.077,.277
Bradley Jr.CF,4,2,2,1,0,1,2,.210,.578
,35,7,11,7,3,9,22,,
