BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Hernández, KCF",4,0,1,1,0,2,0,.185,.597
VerdugoLF,3,0,0,1,0,1,0,.276,.794
BogaertsSS,4,0,1,0,0,0,1,.344,.848
Devers3B,4,0,1,0,0,0,1,.264,.742
MartinezDH,4,0,1,0,0,2,2,.267,.813
Bradley Jr.RF,3,0,0,0,1,0,2,.205,.609
Dalbec1B,4,1,2,0,0,0,1,.179,.519
Arroyo2B,3,1,1,0,0,0,3,.194,.382
PlaweckiC,2,0,0,0,0,0,0,.083,.226
,31,2,7,2,1,5,10,,
