BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Edman2B,4,3,2,2,1,0,2,.323,.957
Goldschmidt1B,4,1,3,3,0,0,1,.296,.719
Donovan1B,1,0,1,0,0,0,0,.250,.650
O'NeillLF,3,0,1,2,0,0,1,.210,.574
Arenado3B,4,0,2,0,0,0,1,.382,1.146
"Sosa, E3B",1,0,0,0,0,1,2,.200,.473
DickersonRF,4,0,1,1,0,0,4,.206,.469
CarlsonDH,4,0,0,0,0,2,2,.203,.535
BaderCF,3,2,2,0,1,0,0,.250,.654
MolinaC,4,1,2,0,0,0,2,.200,.425
KniznerC,0,0,0,0,0,0,0,.259,.777
DeJongSS,3,1,1,0,0,1,3,.146,.505
,35,8,15,8,2,4,18,,
