BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Hicks, ACF",4,0,0,0,0,1,1,.209,.581
JudgeRF,4,1,1,0,0,0,1,.313,1.071
Rizzo1B,4,0,0,0,0,1,1,.226,.845
Torres2B,3,1,1,0,0,1,0,.243,.735
AndújarLF,3,0,2,1,0,1,0,.308,.616
GalloDH,3,0,0,0,0,0,2,.171,.611
Kiner-FalefaSS,3,0,0,0,0,0,2,.255,.604
Gonzalez3B,3,0,1,0,0,1,0,.213,.546
HigashiokaC,3,0,1,0,0,0,1,.162,.430
,30,2,6,1,0,5,8,,
