Season,Team,Pos,PA,Depth (ft.),Angle
2016,STL,7,120,282,-28
2016,STL,8,3918,307,0
2016,STL,9,81,286,27
2017,STL,9,1850,289,28
2017,STL,8,114,311,1
2017,STL,7,1821,286,-27
2018,TOR,9,3269,288,27
2018,TOR,7,30,287,-28
2018,TOR,8,932,314,0
2019,TOR,9,3197,295,27
2019,TOR,8,2126,317,1
2020,TOR,8,1756,314,0
2021,TOR,9,1314,287,28
2021,TOR,8,2886,313,1
2022,COL,8,1752,323,0
2022,COL,9,3225,294,28
