PITCHERS - SD,IP,H,R,ER,BB,SO,HR,ERA
"Darvish(W, 4-1)",7.0,6,0,0,0,5,0,3.91
"García, L(H, 7)",0.2,1,0,0,0,1,0,2.70
"Rogers(S, 15)",1.1,1,0,0,1,2,0,0.52
,9.0,8,0,0,1,8,0,
