BATTERS - TB,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Díaz, Y3B",3,0,0,0,1,0,2,.268,.758
FrancoDH,4,1,1,0,0,1,1,.267,.711
"Ramírez, H1B",4,1,2,0,0,1,0,.295,.736
ArozarenaLF,4,0,0,0,0,1,4,.257,.719
MargotCF,4,0,2,1,0,0,2,.354,.918
Paredes2B,4,0,0,1,0,1,2,.195,.653
ZuninoC,4,0,0,0,0,1,1,.158,.514
WallsSS,3,0,0,0,0,1,0,.150,.472
BrujánRF,3,0,1,0,0,0,0,.140,.382
,33,2,6,2,1,6,12,,
