Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Cleveland Guardians,MLB,First Inning,126,115,18,31,5,1,0,0,10,18,4,2,1,.270,.333,.330,.663
Cleveland Guardians,MLB,Second Inning,36,33,3,12,2,2,0,7,2,0,1,0,0,.364,.389,.545,.934
Cleveland Guardians,MLB,Third Inning,100,90,13,27,4,1,2,10,8,6,2,2,0,.300,.350,.433,.783
Cleveland Guardians,MLB,Fourth Inning,36,31,4,7,1,0,1,5,3,3,3,0,2,.226,.333,.355,.688
Cleveland Guardians,MLB,Fifth Inning,82,74,10,26,5,1,1,7,8,6,1,0,0,.351,.415,.486,.901
Cleveland Guardians,MLB,Sixth Inning,57,54,8,14,1,0,0,2,2,6,1,0,0,.259,.281,.278,.559
Cleveland Guardians,MLB,Seventh Inning,75,63,11,19,2,1,0,6,10,8,3,1,2,.302,.413,.365,.778
Cleveland Guardians,MLB,Eighth Inning,64,52,12,17,4,1,1,10,9,7,2,0,1,.327,.435,.500,.935
Cleveland Guardians,MLB,Ninth Inning,48,41,6,12,1,0,1,3,6,6,1,0,1,.293,.396,.390,.786
Cleveland Guardians,MLB,Extra Innings,14,10,4,3,0,0,0,2,4,0,1,0,0,.300,.500,.300,.800
