Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2009,BAL,AL,2B,3,0,6.0,6,3,3,0,1,,1.000
2009,BAL,AL,3B,7,3,34.0,10,3,7,0,1,,1.000
2009,BAL,AL,DH,1,0,0.0,0,0,0,0,0,,.000
2010,BAL,AL,2B,3,2,19.0,8,4,4,0,1,,1.000
2010,BAL,AL,SS,1,0,2.0,1,1,0,0,0,,1.000
2010,NYM,NL,2B,3,1,12.0,7,4,3,0,2,,1.000
2010,NYM,NL,3B,1,0,2.0,2,0,2,0,1,,1.000
2010,2 Teams,,2B,6,3,31.0,15,8,7,0,3,,1.000
2011,NYM,NL,2B,78,71,642.1,358,144,206,8,36,,.978
2011,NYM,NL,3B,36,31,277.2,79,25,50,4,3,,.949
2011,NYM,NL,SS,1,0,5.0,5,2,2,1,0,,.800
2012,NYM,NL,1B,11,8,71.0,56,53,2,1,6,,.982
2012,NYM,NL,2B,14,10,91.0,56,29,26,1,7,,.982
2012,NYM,NL,3B,11,5,57.2,13,5,8,0,1,,1.000
2012,NYM,NL,SS,10,8,66.1,29,9,20,0,5,,1.000
2013,NYM,NL,1B,15,9,87.2,94,87,6,1,9,,.989
2013,NYM,NL,2B,12,4,46.0,12,5,7,0,1,,1.000
2013,NYM,NL,3B,23,11,127.1,31,9,21,1,1,,.968
2013,NYM,NL,SS,18,13,115.1,51,19,32,0,8,,1.000
2013,NYM,NL,LF,1,0,1.0,0,0,0,0,0,,.000
2013,NYM,NL,DH,1,1,0.0,0,0,0,0,0,,.000
2014,LAD,NL,1B,2,2,19.0,15,13,2,0,2,,1.000
2014,LAD,NL,2B,14,12,108.2,65,23,39,3,8,,.954
2014,LAD,NL,3B,59,45,406.0,127,23,99,5,10,,.961
2014,LAD,NL,SS,15,8,86.0,51,11,36,4,4,,.922
2015,LAD,NL,1B,10,6,59.2,59,53,5,1,6,,.983
2015,LAD,NL,2B,5,3,27.1,11,1,10,0,2,,1.000
2015,LAD,NL,3B,100,88,774.0,223,39,175,9,18,,.960
2015,LAD,NL,SS,1,1,6.0,5,2,2,1,1,,.800
2016,LAD,NL,1B,1,0,1.0,1,1,0,0,0,,1.000
2016,LAD,NL,3B,144,138,1224.2,316,67,240,9,15,,.972
2016,LAD,NL,DH,2,2,0.0,0,0,0,0,0,,.000
2017,LAD,NL,3B,121,119,1000.0,261,69,184,8,16,,.969
2017,LAD,NL,DH,5,5,0.0,0,0,0,0,0,,.000
2018,LAD,NL,3B,96,90,777.0,266,57,199,10,12,,.962
2018,LAD,NL,DH,4,4,0.0,0,0,0,0,0,,.000
2019,LAD,NL,2B,1,0,1.0,0,0,0,0,0,,.000
2019,LAD,NL,3B,124,119,1023.2,294,67,219,8,22,,.973
2019,LAD,NL,DH,3,3,0.0,0,0,0,0,0,,.000
2020,LAD,NL,3B,32,32,263.2,84,17,63,4,7,,.952
2020,LAD,NL,DH,10,10,0.0,0,0,0,0,0,,.000
2021,LAD,NL,P,1,0,1.0,1,1,0,0,0,,1.000
2021,LAD,NL,3B,143,135,1173.2,305,82,211,12,18,,.961
2021,LAD,NL,DH,4,4,0.0,0,0,0,0,0,,.000
2022,LAD,NL,3B,66,66,574.1,178,33,138,7,16,,.961
2022,LAD,NL,DH,61,61,0.0,0,0,0,0,0,,.000
14 Seasons,3 Teams,,2B,133,103,953.1,523,213,298,12,58,,.977
,3 Teams,,3B,963,882,7715.2,2189,496,1616,77,141,,.965
,3 Teams,,SS,46,30,280.2,142,44,92,6,18,,.958
,3 Teams,,DH,91,90,0.0,0,0,0,0,0,,.000
,LAD,NL,P,1,0,1.0,1,1,0,0,0,,1.000
,2 Teams,,1B,39,25,238.1,225,207,15,3,23,,.987
,NYM,NL,LF,1,0,1.0,0,0,0,0,0,,.000
