Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Turner, Justin - RHB",2015,0.00,0.56,0.86,1.12,1.37,1.60,1.83,2.04,2.25,2.45,2.64,2.83,3.02,3.21,3.40,3.58,3.77,3.95,4.15
"Turner, Justin - RHB",2016,0.00,0.56,0.86,1.13,1.38,1.61,1.84,2.05,2.25,2.45,2.64,2.83,3.02,3.20,3.39,3.57,3.75,3.93,4.12
"Turner, Justin - RHB",2017,0.00,0.55,0.86,1.13,1.38,1.62,1.84,2.05,2.26,2.46,2.65,2.85,3.04,3.23,3.42,3.61,3.80,3.99,4.20
"Turner, Justin - RHB",2018,0.00,0.55,0.85,1.12,1.37,1.60,1.82,2.03,2.23,2.43,2.62,2.81,3.00,3.18,3.37,3.55,3.73,3.92,4.11
"Turner, Justin - RHB",2019,0.00,0.55,0.86,1.13,1.39,1.62,1.84,2.06,2.26,2.46,2.65,2.84,3.03,3.22,3.40,3.59,3.77,3.96,4.16
"Turner, Justin - RHB",2020,0.00,0.58,0.91,1.19,1.44,1.68,1.89,2.11,2.31,2.51,2.70,2.90,3.09,3.29,3.48,3.67,3.86,4.06,4.29
"Turner, Justin - RHB",2021,0.00,0.56,0.89,1.16,1.41,1.64,1.86,2.07,2.28,2.48,2.68,2.87,3.06,3.25,3.44,3.62,3.81,4.00,4.21
"Turner, Justin - RHB",2022,0.00,0.57,0.91,1.19,1.45,1.69,1.92,2.14,2.35,2.56,2.77,2.97,3.17,3.36,3.56,3.75,3.94,4.14,4.35

