BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
TurnerSS,4,1,2,0,0,1,0,.306,.837
"Freeman, F1B",4,1,1,0,0,0,1,.321,.919
"Smith, W.D.C",4,1,1,1,0,1,0,.271,.828
MuncyDH,3,0,0,0,1,2,2,.185,.700
"Turner, J3B",3,0,0,0,1,0,3,.252,.719
Lux2B,4,0,2,2,0,1,1,.295,.812
GalloRF,3,0,0,0,1,2,1,.166,.654
"Taylor, ChLF",3,0,0,0,1,2,2,.232,.723
BellingerCF,4,0,0,0,0,3,1,.204,.654
,32,3,6,3,4,12,11,,
