Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2012,SD,NL,P,25,0,32.1,8,0,7,1,0,,.875
2013,SD,NL,P,2,0,1.2,0,0,0,0,0,,.000
2014,TEX,AL,P,10,10,57.1,12,5,5,2,1,,.833
2018,STL,NL,P,32,32,200.2,51,19,30,2,3,,.961
2019,STL,NL,P,32,32,184.0,44,14,30,0,2,,1.000
2021,STL,NL,P,9,9,44.2,13,4,9,0,0,,1.000
2022,STL,NL,P,33,32,202.1,31,17,14,0,1,,1.000
7 Seasons,3 Teams,,P,143,115,723.0,159,59,95,5,7,,.969
