Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Columbus Clippers,Triple-A,Home Games,0,0,1.29,2,2,0,7.0,34,5,2,1,1,8,7,1.86
Columbus Clippers,Triple-A,Away Games,1,1,3.77,3,3,0,14.1,57,13,6,6,4,4,16,1.19
Columbus Clippers,Triple-A,Day Games,1,0,0.00,1,1,0,5.1,20,2,0,0,0,2,4,0.75
Columbus Clippers,Triple-A,Night Games,0,1,3.94,4,4,0,16.0,71,16,8,7,5,10,19,1.63
Columbus Clippers,Triple-A,Leading Off,,,,5,,,5.0,22,5,,,2,2,7,1.40
