Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2015,AZL Indians,AZL,ROK,P,4,3,12.0,1,1,0,0,0,,1.000
2016,2 Teams,,Minors,P,15,15,83.1,11,1,8,2,0,,.818
2016,2 Teams,,Minors,P,15,15,83.1,11,1,8,2,0,,.818
2016,Mahoning Valley Scrappers,NYP,A(Short),P,9,9,49.1,5,0,4,1,0,,.800
2016,Lake County Captains,MID,A(Full),P,6,6,34.0,6,1,4,1,0,,.833
2017,Lynchburg Hillcats,CAR,A(Adv),P,25,25,143.0,21,5,11,5,0,,.762
2018,Akron RubberDucks,EAS,AA,P,16,16,90.2,10,4,5,1,0,,.900
2021,Columbus Clippers,INT,AAA,P,5,5,21.1,5,2,2,1,0,,.800
,AZL Indians Red,AZL,ROK,P,4,3,12.0,1,1,0,0,0,,1.000
,Columbus Clippers,INT,AAA,P,5,5,21.1,5,2,2,1,0,,.800
,Akron RubberDucks,EAS,AA,P,16,16,90.2,10,4,5,1,0,,.900
,Lynchburg Hillcats,CAR,A+,P,25,25,143.0,21,5,11,5,0,,.762
,Lake County Captains,MID,A,P,6,6,34.0,6,1,4,1,0,,.833
,Mahoning Valley Scrappers,,A(Short),P,9,9,49.1,5,0,4,1,0,,.800
,6 Teams,,Minors,P,65,64,350.1,48,13,26,9,0,,.813
Career Minors,6 Teams,,,P,65,64,350.1,48,13,26,9,0,,.813
