Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Columbus Clippers,Triple-A,Bases Empty,,,,5,,,11.1,54,11,,,4,8,15,1.68
Columbus Clippers,Triple-A,Bases Loaded,,,,1,,,1.0,3,0,,,0,0,3,0.00
Columbus Clippers,Triple-A,Runner at 1st,,,,5,,,4.1,18,5,,,1,1,2,1.38
Columbus Clippers,Triple-A,Runners at 1st & 2nd,,,,4,,,1.1,6,2,,,0,1,0,2.25
Columbus Clippers,Triple-A,Runners at 1st & 3rd,,,,3,,,1.2,3,0,,,0,0,1,0.00
Columbus Clippers,Triple-A,Runner at 2nd,,,,2,,,0.2,3,0,,,0,1,0,1.50
Columbus Clippers,Triple-A,Runners at 2nd & 3rd,,,,1,,,0.2,2,0,,,0,0,1,0.00
Columbus Clippers,Triple-A,Runner at 3rd,,,,2,,,0.1,2,0,,,0,1,1,3.00
Columbus Clippers,Triple-A,Scoring Position,,,,4,,,5.2,19,2,,,0,3,6,0.88
